Epoch,Error x, Error y
244,0.236796,0.352767
245,0.229881,0.275764
246,0.203164,0.271623
247,0.194946,0.293938
248,0.191263,0.273217
249,0.268551,0.249362
250,0.180201,0.275914
251,0.209467,0.264949
252,0.22887,0.270368
253,0.165959,0.260933
254,0.201066,0.263213
255,0.201784,0.289817
256,0.144027,0.249474
257,0.200895,0.292007
258,0.21738,0.334597
259,0.146631,0.249529
260,0.213078,0.301542
261,0.189098,0.301566
262,0.198124,0.319733
263,0.231862,0.300944
264,0.185611,0.276691
265,0.252537,0.29372
266,0.198511,0.262256
267,0.236342,0.271981
268,0.179173,0.305789
269,0.23573,0.270537
270,0.233018,0.257794
271,0.193855,0.306686
272,0.227182,0.237812
273,0.211542,0.288836
274,0.16215,0.217682
275,0.234616,0.272529
276,0.155688,0.229811
277,0.230876,0.272725
278,0.172089,0.234611
279,0.221009,0.325421
280,0.201106,0.272049
281,0.184988,0.284585
282,0.208419,0.292628
283,0.207823,0.302546
284,0.180625,0.264066
285,0.244821,0.319949
286,0.163905,0.242765
287,0.227997,0.248687
288,0.243379,0.196742
289,0.285246,0.271921
290,0.19447,0.218998
291,0.181028,0.263966
292,0.178492,0.25535
293,0.203852,0.293496
294,0.181829,0.283898
295,0.198602,0.2724
296,0.178126,0.306491
297,0.241542,0.285853
298,0.155904,0.253607
299,0.232504,0.303273
300,0.1793,0.211477



Converged at epoch: 300
