Epoch,Error x, Error y
109,7.25986,3.79635
110,7.28367,3.82794
111,7.30044,3.80022
112,7.3405,3.77405
113,7.39104,3.72445
114,7.48075,3.78934
115,7.45225,3.65116
116,7.38368,3.70061
117,7.35845,3.75681
118,7.32843,3.57706
119,7.32932,3.60517
120,7.31776,3.52079
121,7.23344,3.53774
122,7.22421,3.46221
123,7.29487,3.55762
124,7.2628,3.56494
125,7.32501,3.65557
126,7.38704,3.67008
127,7.51654,3.64187
128,7.60552,3.61435
129,7.47159,3.59296
130,7.53475,3.63275
131,7.50786,3.74086
132,7.45119,3.66671
133,7.45859,3.63343
134,7.47736,3.60318
135,7.43084,3.56903
136,7.45213,3.5242
137,7.5811,3.58455
138,7.62204,3.56946
139,7.61412,3.6238
140,7.58862,3.61473
141,7.76117,3.53553
142,7.81385,3.55855
143,7.71926,3.51602
144,7.54536,3.52476
145,7.57284,3.52627
146,7.46958,3.46671
147,7.3004,3.42991
148,7.41546,3.5222
149,7.34745,3.58037
150,7.43047,3.51643
151,7.51359,3.5636
152,7.50407,3.56384
153,7.44685,3.60677
154,7.43795,3.56507
155,7.42971,3.61475
156,7.46451,3.63929
157,7.47817,3.68415
158,7.48045,3.58784
159,7.49472,3.51509
160,7.57238,3.5258
161,7.4894,3.46513
162,7.49818,3.48248
163,7.46177,3.53008
164,7.46485,3.545
165,7.49654,3.52414
166,7.51834,3.54258
167,7.56518,3.57775
168,7.50499,3.53518
169,7.47528,3.49811
170,7.51234,3.54972
171,7.55803,3.5725
172,7.44613,3.59289
173,7.3125,3.56795
174,7.43212,3.63067
175,7.50838,3.61378
176,7.40439,3.56667
177,7.28816,3.64786
178,7.24035,3.79345
179,7.15607,3.63376
180,7.16622,3.74171
181,7.18049,3.63248
182,7.28225,3.65684
183,7.23823,3.72522
184,7.15145,3.64715
185,7.25787,3.67001
186,7.36814,3.54515
187,7.40043,3.61898
188,7.47138,3.67834
189,7.64803,3.69986
190,7.62146,3.76141
191,7.5671,3.74601
192,7.52982,3.69076
193,7.51463,3.62031
194,7.52646,3.72157
195,7.56283,3.71338
196,7.51887,3.7212
197,7.58129,3.65956
198,7.58685,3.58005
199,7.596,3.6211
200,7.65492,3.6075
201,7.57592,3.52536
202,7.58542,3.47876
203,7.56501,3.55286
204,7.66359,3.64287
205,7.57605,3.58868
206,7.48754,3.58707
207,7.56243,3.53641
208,7.53279,3.57242
209,7.55977,3.58955
210,7.56807,3.63089
211,7.63955,3.61868
212,7.63951,3.54786
213,7.66168,3.53724
214,7.64484,3.56156
215,7.66942,3.59897
216,7.62213,3.52497
217,7.53619,3.50209
218,7.62443,3.49945
219,7.67934,3.61913
220,7.5736,3.69582
221,7.52633,3.66526
222,7.5761,3.58942
223,7.63208,3.65586
224,7.60506,3.65362
225,7.67341,3.65839
226,7.5983,3.6587
227,7.49318,3.61268
228,7.58132,3.56232
229,7.56228,3.48736
230,7.55185,3.62094
231,7.48584,3.62785
232,7.55241,3.70715
233,7.44558,3.69219
234,7.41565,3.61225
235,7.36663,3.66687
236,7.28216,3.73909
237,7.34831,3.7621
238,7.41507,3.7092
239,7.38418,3.77508
240,7.397,3.81404
241,7.41199,3.87893
242,7.51774,3.83869
243,7.53532,3.86035
244,7.42213,3.78035
245,7.47599,3.73121
246,7.41001,3.68855
247,7.4217,3.70944
248,7.38371,3.71982
249,7.4428,3.65532
250,7.431,3.72051
251,7.53292,3.69604
252,7.55474,3.64988
253,7.45309,3.63485
254,7.48304,3.69982
255,7.55133,3.80489
256,7.62895,3.74791
257,7.51388,3.75479
258,7.47984,3.77198
259,7.41672,3.82694
260,7.38644,3.79473
261,7.32202,3.66385
262,7.23658,3.59914
263,7.27084,3.58661
264,7.28334,3.56613
265,7.24208,3.50058
266,7.24943,3.68851
267,7.1663,3.6421
268,7.13935,3.67639
269,7.13227,3.66782
270,7.15752,3.68688
271,7.24199,3.73725
272,7.22442,3.82604
273,7.16248,3.87765
274,7.22949,3.87085
275,7.19821,3.8013
276,7.28048,3.69186
277,7.27925,3.67993
278,7.39271,3.60414
279,7.42843,3.60983
280,7.42919,3.5522
281,7.41478,3.54726
282,7.46272,3.43732
283,7.49621,3.35843
284,7.5854,3.35364
285,7.62567,3.40959
286,7.71551,3.41604
287,7.67393,3.33228
288,7.72455,3.26703
289,7.8379,3.19906
290,7.76091,3.24165
291,7.69149,3.27642
292,7.62982,3.22775
293,7.53165,3.26897
294,7.52779,3.33016
295,7.57369,3.2697
296,7.61124,3.39669
297,7.63541,3.48717
298,7.73125,3.45405
299,7.85569,3.43966
300,7.74376,3.37113



Converged at epoch: 300
