Epoch,Error x, Error y
127,7.32331,3.38114
128,7.32353,3.48617
129,7.3263,3.49983
130,7.29873,3.47202
131,7.23793,3.44826
132,7.22598,3.38556
133,7.22761,3.41775
134,7.21092,3.45685
135,7.11348,3.38997
136,7.18341,3.41602
137,7.23928,3.4053
138,7.20501,3.31816
139,7.20987,3.31487
140,7.17886,3.28934
141,7.25259,3.2808
142,7.27339,3.31217
143,7.31936,3.27642
144,7.28981,3.14374
145,7.24892,3.19474
146,7.26457,3.20278
147,7.23585,3.20675
148,7.26706,3.1669
149,7.27903,3.13634
150,7.28817,3.14423
151,7.27066,3.2372
152,7.3724,3.27285
153,7.35933,3.34311
154,7.33559,3.37754
155,7.38145,3.37211
156,7.42377,3.34214
157,7.48145,3.35456
158,7.41538,3.33381
159,7.35939,3.35778
160,7.32581,3.31503
161,7.23836,3.25101
162,7.24808,3.21434
163,7.22888,3.23971
164,7.28424,3.28678
165,7.2454,3.32024
166,7.21713,3.3108
167,7.11071,3.25382
168,7.10408,3.21334
169,7.17066,3.22807
170,7.12856,3.20446
171,7.09284,3.28102
172,7.11394,3.32184
173,7.18297,3.31627
174,7.18279,3.33545
175,7.20277,3.25331
176,7.17467,3.25879
177,7.10514,3.31119
178,7.06485,3.30384
179,6.99402,3.31114
180,6.99197,3.22596
181,7.06091,3.25554
182,7.01478,3.3224
183,7.06598,3.33501
184,6.99403,3.35828
185,6.98383,3.34103
186,7.01352,3.34319
187,6.96874,3.32954
188,6.95792,3.2985
189,7.08892,3.33762
190,7.12893,3.30719
191,7.11547,3.24145
192,7.199,3.25221
193,7.1832,3.291
194,7.19,3.28698
195,7.18217,3.30156
196,7.2054,3.34259
197,7.28054,3.41668
198,7.25652,3.35673
199,7.24332,3.36037
200,7.25373,3.41606
201,7.23554,3.48098
202,7.23746,3.51565
203,7.24588,3.5179
204,7.24069,3.4126
205,7.26262,3.29696
206,7.31132,3.31021
207,7.33504,3.2949
208,7.30572,3.37131
209,7.3148,3.43613
210,7.31186,3.37885
211,7.27199,3.35176
212,7.2869,3.39171
213,7.29798,3.40181
214,7.35764,3.43093
215,7.36068,3.40847
216,7.34133,3.38983
217,7.32266,3.33001
218,7.24421,3.32497
219,7.30086,3.28432
220,7.24924,3.30195
221,7.19242,3.28678
222,7.13936,3.2592
223,7.19685,3.27789
224,7.18872,3.34275
225,7.23175,3.30503
226,7.23737,3.31511
227,7.28553,3.32566
228,7.32345,3.3412
229,7.25027,3.30717
230,7.24913,3.29993
231,7.22898,3.27288
232,7.16823,3.29362
233,7.12351,3.23335
234,7.07981,3.23431
235,7.14302,3.2952
236,7.18453,3.37211
237,7.21539,3.31448
238,7.17746,3.43567
239,7.14951,3.41014
240,7.10785,3.37365
241,7.14603,3.30905
242,7.14909,3.28706
243,7.11484,3.31356
244,7.15101,3.347
245,7.15583,3.36645
246,7.1761,3.36277
247,7.18687,3.41336
248,7.20455,3.33934
249,7.21503,3.37262
250,7.19082,3.32813
251,7.22801,3.32765
252,7.3018,3.36542
253,7.28055,3.40718
254,7.30595,3.39713
255,7.28293,3.26366
256,7.27434,3.26614
257,7.23921,3.26867
258,7.20795,3.25998
259,7.24458,3.32898
260,7.28462,3.35457
261,7.28611,3.38619
262,7.27765,3.33811
263,7.29075,3.33246
264,7.22728,3.27621
265,7.19835,3.22003
266,7.18985,3.20354
267,7.22465,3.16571
268,7.28421,3.18501
269,7.20892,3.23364
270,7.24134,3.17214
271,7.37042,3.19515
272,7.38607,3.29294
273,7.45454,3.30749
274,7.38849,3.37154
275,7.28234,3.30808
276,7.2361,3.28357
277,7.22389,3.27817
278,7.20586,3.3425
279,7.15451,3.40795
280,7.16245,3.39703
281,7.16579,3.37259
282,7.25853,3.41603
283,7.29076,3.32355
284,7.2945,3.31753
285,7.30729,3.30416
286,7.23203,3.30736
287,7.23534,3.31772
288,7.22127,3.41465
289,7.22227,3.43505
290,7.217,3.40971
291,7.13577,3.37748
292,7.19181,3.37747
293,7.26068,3.24311
294,7.2951,3.23321
295,7.2963,3.26223
296,7.22657,3.33755
297,7.2295,3.35989
298,7.22383,3.36584
299,7.20815,3.42639
300,7.25832,3.41849
,,
,,
,,
Converged at epoch: 300,,
