Epoch,Error x, Error y
88,0.1382,0.157365
89,0.119262,0.137767
90,0.164284,0.0988979
91,0.109731,0.0985544
92,0.120291,0.13027
93,0.158108,0.130841
94,0.152762,0.130812
95,0.135977,0.178143
96,0.129316,0.156814
97,0.0783151,0.189054
98,0.111725,0.197051
99,0.131074,0.187025
100,0.109643,0.220243
101,0.107524,0.162131
102,0.151986,0.193651
103,0.0775687,0.141841
104,0.114769,0.122719
105,0.0914844,0.120487
106,0.134264,0.11367
107,0.128955,0.158708
108,0.100985,0.16826
109,0.129501,0.154495
110,0.133079,0.168667
111,0.14093,0.14662
112,0.128582,0.135732
113,0.153988,0.10783
114,0.141075,0.107926
115,0.110152,0.116003
116,0.141114,0.136868
117,0.110179,0.128745
118,0.100441,0.116912
119,0.11653,0.1909
120,0.0975148,0.0911413
121,0.113108,0.103628
122,0.100129,0.150218
123,0.0818867,0.148624
124,0.114095,0.164652
125,0.111258,0.154967
126,0.0602315,0.152113
127,0.0946421,0.160551
128,0.109521,0.136377
129,0.175874,0.173958
130,0.128238,0.145388
131,0.13943,0.149793
132,0.0713478,0.168101
133,0.0838399,0.162897
134,0.106482,0.133107
135,0.131959,0.103597
136,0.124621,0.0920248
137,0.105866,0.11302
138,0.105728,0.131877
139,0.116363,0.144194
140,0.150233,0.116343
141,0.0915848,0.136292
142,0.149218,0.104019
143,0.159841,0.108256
144,0.107585,0.127842
145,0.137144,0.09071
146,0.12866,0.114068
147,0.113014,0.114791
148,0.136517,0.142795
149,0.176378,0.08419
150,0.141662,0.115884
151,0.165725,0.0859063
152,0.179633,0.0986319
153,0.128934,0.147128
154,0.168317,0.152897
155,0.164478,0.0930344
156,0.133685,0.133858
157,0.160172,0.144991
158,0.159235,0.107595
159,0.132172,0.116209
160,0.128955,0.130838
161,0.190913,0.141299
162,0.132272,0.140134
163,0.165181,0.15359
164,0.133543,0.17063
165,0.1766,0.108032
166,0.141523,0.15592
167,0.126625,0.132696
168,0.149155,0.124904
169,0.138202,0.147616
170,0.152722,0.149768
171,0.114853,0.148675
172,0.136457,0.13216
173,0.11471,0.16603
174,0.103028,0.0992178
175,0.14755,0.114364
176,0.112891,0.0952346
177,0.138459,0.139144
178,0.165858,0.114672
179,0.102971,0.106208
180,0.133342,0.120007
181,0.161966,0.0880827
182,0.150268,0.0824418
183,0.112324,0.139989
184,0.132858,0.126035
185,0.11925,0.162266
186,0.100887,0.121604
187,0.145719,0.110889
188,0.10273,0.144839
189,0.151799,0.0650986
190,0.137967,0.0729237
191,0.145789,0.10285
192,0.15632,0.0824129
193,0.135997,0.0697729
194,0.149098,0.05142
195,0.15584,0.0684605
196,0.183654,0.11096
197,0.133426,0.104026
198,0.136444,0.116894
199,0.149763,0.104063
200,0.127093,0.12518
201,0.143715,0.139664
202,0.176342,0.112976
203,0.158126,0.129023
204,0.12887,0.163359
205,0.20603,0.134221
206,0.124558,0.155729
207,0.172659,0.0918778
208,0.142411,0.152079
209,0.134643,0.109888
210,0.10523,0.12034
211,0.106027,0.125019
212,0.120124,0.164281
213,0.112735,0.146971
214,0.108679,0.164908
215,0.0891507,0.130152
216,0.107329,0.159603
217,0.0749568,0.150581
218,0.0559822,0.209552
219,0.076053,0.206211
220,0.0606628,0.117112
221,0.0830938,0.154033
222,0.0625241,0.215972
223,0.07829,0.14496
224,0.0449298,0.198229
225,0.0480815,0.149364
226,0.061442,0.129322
227,0.0478387,0.182547
228,0.0812528,0.17199
229,0.113175,0.213403
230,0.0789253,0.122169
231,0.130412,0.129777
232,0.124924,0.153412
233,0.104655,0.164722
234,0.117308,0.174489
235,0.0792404,0.172303
236,0.126227,0.137411
237,0.101597,0.131197
238,0.12345,0.114023
239,0.0840871,0.150824
240,0.126546,0.135944
241,0.130742,0.133025
242,0.108982,0.13724
243,0.111069,0.181481
244,0.0815164,0.131434
245,0.082937,0.153962
246,0.0708374,0.0956099
247,0.0906605,0.153345
248,0.127862,0.119188
249,0.0676035,0.154693
250,0.106444,0.169383
251,0.104068,0.159373
252,0.14911,0.117979
253,0.06112,0.175965
254,0.0610338,0.155734
255,0.106505,0.148345
256,0.0700524,0.173803
257,0.0941846,0.136745
258,0.0802556,0.129674
259,0.0832776,0.115936
260,0.07643,0.0994151
261,0.136889,0.148301
262,0.0787875,0.105495
263,0.111834,0.0910609
264,0.0809844,0.0989101
265,0.126578,0.0958886
266,0.103632,0.0806151
267,0.144571,0.0747304
268,0.0868341,0.0876722
269,0.111927,0.13486
270,0.0723867,0.0899226
271,0.13274,0.100835
272,0.0918945,0.0963627
273,0.118724,0.092416
274,0.0974894,0.110264
275,0.117578,0.121574
276,0.114064,0.0855042
277,0.0641221,0.083057
278,0.107458,0.0864373
279,0.104465,0.107898
280,0.117112,0.149403
281,0.0665664,0.118028
282,0.0520184,0.135794
283,0.107521,0.106447
284,0.102011,0.133843
285,0.0876079,0.126255
286,0.0898318,0.16218
287,0.088401,0.124237
288,0.0742444,0.0859063
289,0.0777929,0.0724575
290,0.0954881,0.101999
291,0.0889664,0.112956
292,0.0895846,0.121512
293,0.116747,0.147063
294,0.125217,0.156945
295,0.117461,0.149946
296,0.139906,0.106157
297,0.145907,0.0837152
298,0.093977,0.132428
299,0.127772,0.143934
300,0.100442,0.0954668



Converged at epoch: 300
