Particle (i),X,Y
1,20.0004,7.00048
2,20.003,6.99995
3,20.0043,7.00006
4,20.0003,7.00004
5,20,7
6,19.9979,6.99997
7,20,7
8,20,7
9,20.0001,7
10,20,7
11,20,7
12,20,7.00004
13,19.9992,6.99999
14,20,7
15,20.0002,6.99999
16,20,7
17,20,7
18,20,6.99999
19,20,7
20,20.0001,7
21,20.0388,6.99998
22,20.0003,6.99999
23,19.9999,7.00007
24,20.0002,7.00002
25,20.0001,6.99998
26,19.9998,6.99953
27,20.0002,7.00126
28,19.9414,6.9996
29,20.0071,7.00796
30,20.0001,6.99998
