Particle (i),X,Y
1,20,7
2,20.0001,6.99992
3,20.0004,7.00019
4,20.0243,6.99994
5,20,7
6,19.9962,7.00084
7,20,6.99999
8,20,6.99998
9,20.0002,6.99999
10,20,7.00001
11,20.0001,7.00001
12,20,7.00003
13,20.0015,7.00003
14,20,7.00002
15,20.0003,7.00006
16,19.9993,7.00031
17,20,7
18,20,6.99992
19,20,7
20,19.9989,7.00126
21,20.0474,6.99999
22,20.0136,6.99998
23,20,6.99999
24,19.9982,6.99993
25,20,7
26,19.9939,6.99994
27,20,6.99154
28,19.9553,7.00001
29,19.9952,6.99454
30,20.0001,7.00001
