Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,30,100,0.033,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
24,0.0788861,0.909875,16
25,0.124433,0.795721,14
26,0.0558369,0.397942,12
27,0.0703344,0.799994,12
28,0.0341738,0.243388,12
29,0.0318794,0.396189,12
30,0.0753671,0.495511,10
31,0.0868158,0.55415,10
32,0.128794,0.824967,13
33,0.0952128,0.581122,12
34,0.0467081,0.403183,11
35,0.115297,0.848301,13
36,0.0994217,0.977654,13
37,0.105445,0.903265,12
38,0.0716935,0.473205,12
39,0.0374078,0.967618,12
40,0.0855841,0.884533,12
41,0.0752008,0.62399,12
42,0.0212371,0.231954,11
43,0.0705564,0.581842,8
44,0.133618,0.99604,13
45,0.0959908,0.771056,12
46,0.0632322,0.47839,14
47,0.10753,0.90038,14
48,0.038265,0.395837,12
49,0.0931532,0.655938,14
50,0.122952,0.959327,14
51,0.0300576,0.253815,13
52,0.127182,0.900441,12
53,0.0504434,0.584072,9
54,0.11357,0.937037,14
55,0.0285404,0.369999,11
56,0.116844,0.810778,14
57,0.0967294,0.900207,12
58,0.0693326,0.516549,13
59,0.120021,0.843838,12
60,0.141557,0.844206,15
61,0.122923,0.743597,12
62,0.128356,0.70743,11
63,0.0757364,0.446872,9
64,0.0710242,0.620003,10
65,0.135919,0.958822,13
66,0.0653043,0.688961,11
67,0.148599,0.666618,14
68,0.0346418,0.345608,9
69,0.0643974,0.87114,13
70,0.0682979,0.699529,12
71,0.0525069,0.423693,12
72,0.0734912,0.941255,14
73,0.16692,0.854067,16
74,0.0818449,0.707074,13
75,0.0590289,0.311471,10
76,0.105198,0.759877,10
77,0.112312,0.749933,14
78,0.0779449,0.722107,13
79,0.0881105,0.488624,13
80,0.0582024,0.525935,7
81,0.0874397,0.931619,13
82,0.0926607,0.962934,13
83,0.125201,0.687626,11
84,0.17225,0.966045,12
85,0.0912149,0.764852,11
86,0.128736,0.82839,14
87,0.0494196,0.697548,12
88,0.114788,0.850491,13
89,0.0669082,0.443516,8
90,0.131608,0.827063,14
91,0.0994401,0.940524,15
92,0.0163105,0.162707,14
93,0.0634965,0.525064,8
94,0.0692744,0.698714,13
95,0.058348,0.337969,13
96,0.101297,0.911339,12
97,0.121128,0.929384,12
98,0.0981812,0.584913,12
99,0.112478,0.835445,11
100,0.0996109,0.955119,14

1,0.0886307,0.933634,14
2,0.090993,0.869651,12
3,0.159794,0.980152,15
4,0.0355923,0.471054,15
5,0.112659,0.974901,14
6,0.0730729,0.689548,11
7,0.100841,0.67478,8
8,0.200644,0.844894,14
9,0.105978,0.784994,11
10,0.12132,0.841165,13
11,0.0782687,0.859195,12
12,0.0949069,0.872413,12
13,0.0505527,0.736339,9
14,0.0935079,0.637749,14
15,0.109942,0.765677,10
16,0.0776049,0.620685,10
17,0.0740729,0.899236,13
18,0.106188,0.682659,11
19,0.0947649,0.889944,10
20,0.147834,0.761361,12
21,0.120913,0.807696,13
22,0.0847208,0.654614,11
23,0.0558335,0.690067,13
24,0.0660368,0.729748,12
25,0.086891,0.645129,10
26,0.0681241,0.616273,14
27,0.0807247,0.883372,12
28,0.0792124,0.687544,11
29,0.102409,0.912796,13
30,0.164831,0.889944,10
31,0.0851473,0.823693,11
32,0.0907705,0.852125,16
33,0.070052,0.82467,12
34,0.0978391,0.602793,12
35,0.168933,0.979366,15
36,0.122532,0.942529,14
37,0.104007,0.774209,9
38,0.125408,0.887072,14
39,0.117063,0.874905,10
40,0.0568734,0.893463,12
41,0.0438531,0.375614,12
42,0.0325553,0.476644,15
43,0.0951799,0.730007,10
44,0.107012,0.879617,13
45,0.141763,0.695825,13
46,0.115561,0.888863,10
47,0.083526,0.777891,13
48,0.0784172,0.94756,17
49,0.115953,0.827867,13
50,0.036377,0.414667,12
51,0.0484974,0.467853,10
52,0.0634575,0.526748,9
53,0.0313167,0.348976,13
54,0.0901873,0.983407,14
55,0.0543197,0.297258,9
56,0.0959435,0.874592,14
57,0.0909632,0.99233,15
58,0.14055,0.748859,13
59,0.166699,0.874473,13
60,0.101071,0.680167,11
61,0.124337,0.941291,14
62,0.110782,0.914598,14
63,0.0782703,0.635634,10
64,0.115903,0.872228,11
65,0.126367,0.93436,11
66,0.0854022,0.712588,12
67,0.107246,0.998132,16
68,0.0904633,0.754354,11
69,0.0840256,0.63894,10
70,0.158024,0.95575,12
71,0.0967372,0.873401,13
72,0.118633,0.980977,11
73,0.0779644,0.866368,12
74,0.123172,0.988322,14
75,0.0527924,0.37844,9
76,0.0762551,0.870635,13
77,0.0836187,0.981408,12
78,0.0930454,0.88286,12
79,0.100953,0.856694,9
80,0.0294673,0.723018,13
81,0.0535003,0.774171,13
82,0.0860755,0.88906,11
83,0.130398,0.987605,15
84,0.178057,0.985354,16
85,0.078689,0.980284,16
86,0.0234114,0.272686,9
87,0.035432,0.395117,9
88,0.0700599,0.599536,12
89,0.082921,0.533747,13
90,0.0835578,0.475994,13
91,0.136904,0.955311,13
92,0.0864769,0.92485,8
93,0.166072,0.987765,16
94,0.154472,0.978365,14
95,0.107176,0.997514,18
96,0.0848983,0.6717,9
97,0.153573,0.896898,13
98,0.0654866,0.727682,17
99,0.0633666,0.537335,10
100,0.173534,0.979506,15

1,0.0726864,0.589781,13
2,0.154931,0.764515,14
3,0.0679108,0.60813,11
4,0.171077,0.979179,14
5,0.134716,0.913218,15
6,0.0701751,0.701017,11
7,0.100517,0.937757,13
8,0.0731981,0.892584,12
9,0.123631,0.855599,11
10,0.0695984,0.845099,13
11,0.0685334,0.638647,10
12,0.0572944,0.899452,13
13,0.113919,0.958354,15
14,0.0531206,0.481755,13
15,0.100849,0.64775,11
16,0.0852644,0.804138,14
17,0.0807241,0.654712,10
18,0.116265,0.688845,11
19,0.0852228,0.813015,11
20,0.123632,0.904101,14
21,0.101879,0.889524,10
22,0.0492251,0.396446,9
23,0.100282,0.994217,13
24,0.10266,0.745675,11
25,0.0860414,0.971198,11
26,0.0457257,0.625733,10
27,0.106422,0.831915,11
28,0.111284,0.890752,12
29,0.0983683,0.824342,12
30,0.0943871,0.928108,12
31,0.0383953,0.402606,12
32,0.0319952,0.41932,10
33,0.0593765,0.902274,11
34,0.0741379,0.827143,9
35,0.146735,0.795868,11
36,0.174575,0.931529,12
37,0.0644206,0.608386,13
38,0.145578,0.953436,11
39,0.117311,0.771124,13
40,0.134665,0.954981,14
41,0.116587,0.932191,14
42,0.0749037,0.630886,13
43,0.0353626,0.597733,10
44,0.0922053,0.925392,12
45,0.0326916,0.193737,8
46,0.0570109,0.39785,13
47,0.043526,0.651145,15
48,0.19075,0.804295,12
49,0.116107,0.694821,12
50,0.0944505,0.846551,13
51,0.0727463,0.563054,13
52,0.0585206,0.383112,8
53,0.0554711,0.884089,14
54,0.0951707,0.859195,12
55,0.0702141,0.727339,16
56,0.123479,0.822524,9
57,0.12174,0.858048,11
58,0.0795886,0.859236,10
59,0.0738039,0.395216,9
60,0.0953228,0.718975,12
61,0.0451224,0.292596,9
62,0.0608838,0.494184,12
63,0.117222,0.965546,13
64,0.0800252,0.793666,12
65,0.0982039,0.750279,15
66,0.0156211,0.183651,10
67,0.0923659,0.574724,11
68,0.128714,0.920052,12
69,0.0709287,0.390949,10
70,0.0590266,0.580917,13
71,0.0370658,0.44869,9
72,0.0887018,0.855815,10
73,0.100825,0.974379,13
74,0.0575932,0.472121,15
75,0.0697204,0.794712,13
76,0.116202,0.991204,13
77,0.0274763,0.322388,11
78,0.0855727,0.736231,11
79,0.0941909,0.932326,13
80,0.0667051,0.582217,9
81,0.0852532,0.621307,8
82,0.0513154,0.371502,14
83,0.128148,0.826163,11
84,0.1157,0.863806,11
85,0.121989,0.84587,10
86,0.172085,0.983736,13
87,0.127359,0.73038,11
88,0.117035,0.846477,12
89,0.0468868,0.58349,11
90,0.154333,0.967155,12
91,0.0400056,0.691256,11
92,0.0836545,0.660415,11
93,0.0829124,0.872008,10
94,0.0833297,0.791345,9
95,0.0949056,0.794262,13
96,0.10321,0.877394,12
97,0.0742006,0.716986,14
98,0.0888913,0.524541,8
99,0.155858,0.98384,14
100,0.0665673,0.540501,11

1,0.0549036,0.617347,12
2,0.0644535,0.673957,10
3,0.0657802,0.513055,13
4,0.0700253,0.805197,11
5,0.144447,0.908011,12
6,0.10281,0.974948,16
7,0.142872,0.795837,11
8,0.0468651,0.586097,11
9,0.0624628,0.412672,10
10,0.125816,0.998104,16
11,0.11431,0.742254,14
12,0.10904,0.814687,12
13,0.030524,0.258524,11
14,0.0281191,0.48706,12
15,0.135724,0.998618,18
16,0.0557789,0.796948,10
17,0.102431,0.741103,11
18,0.0701464,0.749388,11
19,0.178273,0.964493,12
20,0.135464,0.740222,9
21,0.0926498,0.717121,12
22,0.0416914,0.3328,9
23,0.148764,0.974016,15
24,0.074984,0.754487,11
25,0.0863283,0.983548,14
26,0.112594,0.804781,7
27,0.147218,0.942629,17
28,0.0486468,0.709416,12
29,0.162676,0.964466,13
30,0.0572647,0.836987,13
31,0.0397054,0.428108,12
32,0.0442498,0.837052,14
33,0.1275,0.977832,14
34,0.0991464,0.743006,10
35,0.0521554,0.461015,13
36,0.100094,0.926282,10
37,0.0217966,0.270606,7
38,0.189488,0.984789,15
39,0.112881,0.900667,15
40,0.0765836,0.932344,12
41,0.0569338,0.551208,10
42,0.0905806,0.654276,15
43,0.147433,0.987643,15
44,0.118164,0.809562,10
45,0.108737,0.680477,11
46,0.107564,0.963921,14
47,0.0592156,0.702807,9
48,0.102831,0.772953,14
49,0.147372,0.78039,15
50,0.100865,0.797345,9
51,0.130174,0.932854,12
52,0.0634551,0.897608,16
53,0.0937244,0.477781,14
54,0.125429,0.790017,10
55,0.0503998,0.433548,14
56,0.0872079,0.838964,13
57,0.0584272,0.481745,12
58,0.108333,0.85676,10
59,0.0545047,0.464107,12
60,0.0726807,0.651735,10
61,0.0432726,0.346099,11
62,0.0820356,0.868793,13
63,0.0738632,0.600571,10
64,0.0363076,0.428126,12
65,0.0672999,0.766577,11
66,0.0582969,0.40264,12
67,0.111752,0.969416,13
68,0.0333841,0.364017,12
69,0.109567,0.84803,12
70,0.103867,0.692865,14
71,0.197879,0.823861,13
72,0.163164,0.97519,15
73,0.118165,0.830437,12
74,0.0488925,0.513636,8
75,0.0749276,0.523464,14
76,0.0833432,0.700657,12
77,0.0660778,0.70492,10
78,0.132803,0.898387,11
79,0.15654,0.715193,14
80,0.0475331,0.472869,11
81,0.128198,0.864517,12
82,0.0816488,0.969889,17
83,0.143952,0.773687,12
84,0.0241631,0.279075,10
85,0.107329,0.934324,11
86,0.116349,0.702321,12
87,0.0618964,0.492039,13
88,0.157952,0.904842,16
89,0.123973,0.79607,11
90,0.137594,0.816028,12
91,0.0827392,0.816385,15
92,0.0504484,0.438313,14
93,0.083964,0.894791,12
94,0.140457,0.998742,17
95,0.144308,0.837264,14
96,0.119945,0.966119,13
97,0.0876601,0.75795,9
98,0.110873,0.912208,12
99,0.0836831,0.639539,11
100,0.0671203,0.523134,14

1,0.128811,0.825689,12
2,0.0393827,0.771275,15
3,0.0618195,0.787122,14
4,0.189867,0.965583,14
5,0.0796111,0.798123,11
6,0.0707342,0.788699,16
7,0.12557,0.685294,10
8,0.050852,0.468137,13
9,0.0944469,0.971737,12
10,0.0939115,0.961111,15
11,0.103658,0.780779,13
12,0.0403982,0.477502,11
13,0.0806694,0.958647,16
14,0.149443,0.798988,12
15,0.0584032,0.794751,13
16,0.0785801,0.374494,9
17,0.0372678,0.379153,11
18,0.0973983,0.939613,12
19,0.134077,0.979506,15
20,0.0509928,0.948769,11
21,0.11651,0.923775,16
22,0.11115,0.836768,15
23,0.0809916,0.964595,12
24,0.156958,0.760168,11
25,0.0406662,0.319435,7
26,0.17628,0.993221,16
27,0.082516,0.998647,16
28,0.0936786,0.898828,12
29,0.118044,0.701766,13
30,0.121881,0.999504,16
31,0.0605063,0.97672,15
32,0.073855,0.46062,14
33,0.0983091,0.934369,11
34,0.0251865,0.226489,13
35,0.0202875,0.183093,9
36,0.0501819,0.638156,11
37,0.108968,0.875827,11
38,0.0466366,0.635171,9
39,0.141169,0.78481,14
40,0.0920829,0.640771,12
41,0.106377,0.878895,15
42,0.0556356,0.449628,11
43,0.0656424,0.96358,13
44,0.101713,0.952085,14
45,0.1523,0.989909,16
46,0.0810622,0.873544,15
47,0.162767,0.797081,10
48,0.0784674,0.803409,12
49,0.0438033,0.856429,8
50,0.067728,0.641691,10
51,0.0611634,0.908159,14
52,0.0663085,0.886927,13
53,0.121604,0.741511,11
54,0.180525,0.918363,12
55,0.141655,0.957455,15
56,0.059318,0.364663,14
57,0.0719812,0.922665,14
58,0.0631602,0.584372,11
59,0.0916013,0.813736,11
60,0.0973848,0.621189,10
61,0.082288,0.870181,12
62,0.106663,0.73503,11
63,0.166927,0.789686,11
64,0.095224,0.863171,10
65,0.106196,0.815925,11
66,0.112218,0.817172,11
67,0.0809478,0.997675,14
68,0.0708586,0.770694,12
69,0.135788,0.904397,12
70,0.0749905,0.632002,9
71,0.164672,0.986823,13
72,0.0690155,0.613927,14
73,0.092573,0.698486,12
74,0.215648,0.960724,17
75,0.111575,0.708835,13
76,0.134013,0.931681,13
77,0.112684,0.633044,11
78,0.00996473,0.141748,9
79,0.0921397,0.789,8
80,0.113937,0.903274,13
81,0.120233,0.706418,12
82,0.0562309,0.723688,13
83,0.0970853,0.837069,14
84,0.0817979,0.683396,10
85,0.0918075,0.504758,12
86,0.19358,0.761405,13
87,0.0603466,0.538613,11
88,0.0623787,0.552973,9
89,0.102741,0.847569,13
90,0.079489,0.780725,15
91,0.108972,0.869642,11
92,0.0584681,0.918266,14
93,0.0520023,0.778903,13
94,0.0522219,0.485037,10
95,0.0956908,0.764133,10
96,0.0591556,0.869861,12
97,0.122114,0.911269,13
98,0.0506557,0.547825,9
99,0.0439579,0.715278,11
100,0.019169,0.148199,9

1,0.0990032,0.701426,11
2,0.0191042,0.166453,13
3,0.0799783,0.591402,11
4,0.0993056,0.809231,12
5,0.0545934,0.872953,12
6,0.0827277,0.860535,11
7,0.0734229,0.873975,11
8,0.0776852,0.805856,10
9,0.0433771,0.653228,13
10,0.044057,0.858505,13
11,0.0933744,0.680814,11
12,0.0791517,0.726401,13
13,0.0812202,0.852901,14
14,0.0445698,0.864743,11
15,0.106001,0.844272,16
16,0.101863,0.879201,14
17,0.067621,0.797337,11
18,0.0724776,0.965325,12
19,0.0278741,0.239919,12
20,0.0709414,0.832545,14
21,0.103059,0.953354,15
22,0.0547853,0.703105,13
23,0.033468,0.365572,13
24,0.0904742,0.834294,14
25,0.157974,0.905321,15
26,0.10604,0.979637,15
27,0.0383922,0.571223,9
28,0.152332,0.97183,11
29,0.0767426,0.809894,11
30,0.0811982,0.659214,12
31,0.0895941,0.79524,12
32,0.044972,0.414853,10
33,0.0574575,0.704231,14
34,0.099943,0.712391,14
35,0.0645756,0.741088,12
36,0.0903652,0.850533,14
37,0.141483,0.970576,14
38,0.0448559,0.45154,12
39,0.0893252,0.862061,13
40,0.120625,0.87736,11
41,0.0947976,0.955988,15
42,0.0876576,0.917057,12
43,0.140068,0.77549,12
44,0.0676662,0.802533,12
45,0.0733928,0.993828,17
46,0.0976438,0.637291,13
47,0.0888483,0.841312,14
48,0.0431179,0.488835,11
49,0.112807,0.870467,12
50,0.102158,0.886293,15
51,0.0808173,0.870711,15
52,0.121169,0.808908,11
53,0.0697319,0.426241,10
54,0.0616873,0.71484,11
55,0.0882726,0.958308,13
56,0.0974185,0.932962,14
57,0.0630295,0.687047,12
58,0.122011,0.752048,13
59,0.0271584,0.35067,7
60,0.106932,0.682408,14
61,0.041797,0.711653,12
62,0.116757,0.945064,13
63,0.0617418,0.625633,10
64,0.0875478,0.649254,12
65,0.0916341,0.934531,12
66,0.109725,0.874271,12
67,0.105342,0.752063,11
68,0.0836397,0.537859,11
69,0.0996667,0.895619,11
70,0.148181,0.872093,11
71,0.0632286,0.508704,12
72,0.0898258,0.730165,9
73,0.0871698,0.986427,13
74,0.0985413,0.916801,13
75,0.12726,0.882715,12
76,0.0420419,0.738885,11
77,0.0958254,0.8787,11
78,0.158835,0.894109,12
79,0.0683573,0.943733,12
80,0.0854663,0.949479,13
81,0.14958,0.890082,11
82,0.109657,0.943968,13
83,0.0763108,0.78557,12
84,0.113612,0.890589,10
85,0.0755908,0.701405,11
86,0.10955,0.932066,12
87,0.100015,0.846214,12
88,0.0785077,0.521162,13
89,0.145013,0.98244,11
90,0.140446,0.942737,16
91,0.166364,0.927048,12
92,0.0438026,0.371713,13
93,0.154247,0.86036,13
94,0.0911193,0.947805,12
95,0.0969213,0.759639,12
96,0.14147,0.974016,15
97,0.0683819,0.700443,13
98,0.0878381,0.878004,12
99,0.0490649,0.811568,14
100,0.131508,0.861602,11

1,0.146691,0.769895,12
2,0.0564138,0.753895,12
3,0.0639534,0.672828,12
4,0.100645,0.738195,10
5,0.0650741,0.803824,12
6,0.0987807,0.65761,15
7,0.083024,0.928144,11
8,0.120859,0.753873,13
9,0.0564472,0.891328,11
10,0.118808,0.945554,11
11,0.21908,0.871646,11
12,0.0549272,0.281546,10
13,0.083989,0.6989,15
14,0.0423931,0.392068,10
15,0.03317,0.35415,10
16,0.0498245,0.283454,12
17,0.0493584,0.558775,10
18,0.0863841,0.944104,10
19,0.0752514,0.86116,13
20,0.0838501,0.805723,11
21,0.0646962,0.738921,13
22,0.110667,0.813118,10
23,0.0459302,0.500424,12
24,0.144404,0.754109,10
25,0.079285,0.679992,10
26,0.0813032,0.53359,9
27,0.0626453,0.907853,11
28,0.0538212,0.403398,9
29,0.0632824,0.647666,12
30,0.0917417,0.79293,11
31,0.0689447,0.934172,11
32,0.105448,0.738391,10
33,0.0705039,0.426449,9
34,0.0843674,0.640745,13
35,0.0413457,0.358631,10
36,0.0584653,0.760876,10
37,0.154871,0.945898,11
38,0.122095,0.961424,17
39,0.0718266,0.575837,9
40,0.116709,0.820463,16
41,0.0885534,0.888717,16
42,0.0995493,0.691489,13
43,0.091989,0.657368,14
44,0.0756089,0.819529,13
45,0.0620363,0.727797,17
46,0.209763,0.993894,17
47,0.0896338,0.592014,14
48,0.121119,0.924601,8
49,0.0937124,0.891216,11
50,0.0439176,0.571413,8
51,0.0628387,0.904694,14
52,0.13385,0.946261,12
53,0.117179,0.921327,14
54,0.0981207,0.876004,10
55,0.123138,0.917277,13
56,0.142433,0.93586,12
57,0.0375899,0.611037,14
58,0.105972,0.661255,10
59,0.0283507,0.374872,9
60,0.107238,0.747192,11
61,0.0746789,0.967331,14
62,0.0658038,0.88631,15
63,0.101765,0.904049,13
64,0.0443833,0.896846,13
65,0.113256,0.989002,16
66,0.100523,0.874795,12
67,0.0830903,0.90629,15
68,0.161144,0.872278,11
69,0.114444,0.786891,10
70,0.0738699,0.813419,10
71,0.0303244,0.311678,12
72,0.181459,0.814806,15
73,0.157896,0.922692,15
74,0.070216,0.715426,13
75,0.152212,0.91062,13
76,0.0796326,0.775149,14
77,0.0578609,0.423442,14
78,0.0500698,0.561759,12
79,0.0595161,0.988803,14
80,0.0896733,0.761316,13
81,0.0886974,0.813728,14
82,0.129736,0.984206,15
83,0.151804,0.931145,12
84,0.104992,0.920919,14
85,0.137171,0.927493,11
86,0.098721,0.972415,14
87,0.0437236,0.662986,11
88,0.0893867,0.956703,15
89,0.155788,0.976776,14
90,0.0790161,0.806414,10
91,0.0797169,0.711737,14
92,0.075159,0.835745,13
93,0.0533931,0.388572,11
94,0.108167,0.881301,11
95,0.106508,0.827111,14
96,0.0515831,0.412736,10
97,0.0714341,0.523709,16
98,0.0762124,0.70002,13
99,0.0235666,0.186072,7
100,0.0534167,0.510691,13

1,0.174306,0.954003,12
2,0.110865,0.867928,11
3,0.0872304,0.977496,13
4,0.111772,0.898101,13
5,0.0968775,0.732496,11
6,0.103429,0.866611,13
7,0.0335704,0.655494,12
8,0.0503484,0.518463,14
9,0.0631805,0.723638,13
10,0.0567604,0.465806,12
11,0.0722658,0.636573,12
12,0.0993585,0.961221,16
13,0.0955494,0.904293,10
14,0.0740229,0.927324,12
15,0.133643,0.983464,14
16,0.06152,0.908334,14
17,0.108582,0.555502,10
18,0.0821441,0.710061,10
19,0.0758703,0.904877,13
20,0.0772216,0.763669,10
21,0.0964477,0.86111,12
22,0.166547,0.943108,10
23,0.0673479,0.710622,12
24,0.0729084,0.823909,13
25,0.0857881,0.918407,13
26,0.0767447,0.513453,16
27,0.109691,0.944095,10
28,0.0953092,0.806673,12
29,0.101908,0.970186,16
30,0.130885,0.777533,11
31,0.0946124,0.674358,10
32,0.0518288,0.526807,11
33,0.0526804,0.580128,14
34,0.101333,0.513285,16
35,0.119022,0.860635,13
36,0.12067,0.828253,12
37,0.13278,0.982299,13
38,0.125602,0.99799,16
39,0.0998265,0.704016,14
40,0.126903,0.983633,16
41,0.083354,0.931306,13
42,0.0610697,0.761816,9
43,0.0640986,0.734726,11
44,0.0894823,0.763497,13
45,0.0556727,0.910804,14
46,0.0533901,0.96066,14
47,0.0247007,0.136212,10
48,0.131587,0.98305,11
49,0.0650712,0.973206,13
50,0.135563,0.856852,11
51,0.0617709,0.47059,13
52,0.0559991,0.895378,14
53,0.0655269,0.64269,14
54,0.0817887,0.622663,11
55,0.0927887,0.935923,15
56,0.0721132,0.842921,13
57,0.0272155,0.544643,11
58,0.0207246,0.153708,10
59,0.0699697,0.931001,12
60,0.0409353,0.926442,12
61,0.076186,0.573144,11
62,0.0396387,0.641787,10
63,0.0812619,0.528798,9
64,0.141868,0.986446,14
65,0.0957606,0.867676,11
66,0.1166,0.966498,11
67,0.0951377,0.685722,10
68,0.10107,0.993382,13
69,0.0655846,0.758857,9
70,0.0981119,0.748293,11
71,0.0650312,0.952861,12
72,0.0985903,0.732597,9
73,0.0590995,0.567346,12
74,0.137428,0.824959,12
75,0.15294,0.999333,17
76,0.120642,0.80661,12
77,0.0890451,0.910576,15
78,0.0833637,0.601488,13
79,0.0430893,0.924476,17
80,0.109558,0.84683,15
81,0.0558413,0.70483,13
82,0.119426,0.725622,16
83,0.123554,0.910471,13
84,0.0395229,0.388519,8
85,0.19285,0.954798,13
86,0.093708,0.77132,10
87,0.0660584,0.687898,11
88,0.0554337,0.367539,15
89,0.107448,0.749999,12
90,0.10236,0.791191,11
91,0.0947796,0.697851,12
92,0.0890146,0.912427,12
93,0.0425146,0.811323,15
94,0.0803823,0.821181,9
95,0.153783,0.889018,10
96,0.0920285,0.706683,13
97,0.114375,0.856744,9
98,0.084074,0.866225,12
99,0.131976,0.714368,11
100,0.0727016,0.772945,15

1,0.14709,0.96988,16
2,0.0653311,0.545986,13
3,0.0578641,0.47528,10
4,0.126005,0.962068,11
5,0.0492028,0.578454,10
6,0.099361,0.7931,10
7,0.0575847,0.843134,13
8,0.0773931,0.656898,13
9,0.146863,0.795767,14
10,0.0522408,0.56551,10
11,0.115403,0.966943,11
12,0.0731606,0.593831,6
13,0.085055,0.652124,10
14,0.11573,0.770076,14
15,0.0287888,0.285438,11
16,0.117773,0.759899,9
17,0.0983411,0.760592,12
18,0.070687,0.848951,15
19,0.0633788,0.714833,13
20,0.065093,0.804953,10
21,0.109411,0.90977,14
22,0.0832952,0.679177,9
23,0.123599,0.819234,12
24,0.0685811,0.894678,13
25,0.0172615,0.247501,11
26,0.127958,0.687497,13
27,0.0951144,0.870534,13
28,0.0139985,0.176729,10
29,0.0702178,0.709297,14
30,0.0903212,0.884319,14
31,0.0613706,0.752321,11
32,0.155826,0.865354,11
33,0.0655728,0.806485,12
34,0.0747051,0.854705,9
35,0.158658,0.983652,12
36,0.0812491,0.773096,16
37,0.13027,0.904694,14
38,0.0383739,0.394725,10
39,0.108445,0.910848,15
40,0.0738053,0.617088,16
41,0.0956619,0.798248,12
42,0.109752,0.899539,14
43,0.0513246,0.616822,13
44,0.0826135,0.678813,11
45,0.141529,0.96623,14
46,0.0390261,0.562918,11
47,0.154219,0.982112,14
48,0.0892557,0.840945,12
49,0.125206,0.869306,10
50,0.151552,0.903683,14
51,0.0198661,0.244122,12
52,0.143129,0.857657,11
53,0.0560153,0.66213,13
54,0.129477,0.815718,13
55,0.205195,0.992653,17
56,0.0667828,0.612017,16
57,0.0943159,0.652137,11
58,0.043796,0.323039,10
59,0.0985203,0.928153,12
60,0.0810973,0.730122,10
61,0.0908476,0.858197,13
62,0.120625,0.826283,12
63,0.0187902,0.403246,10
64,0.130345,0.973988,13
65,0.0486408,0.471263,12
66,0.0928998,0.652092,12
67,0.129029,0.840072,14
68,0.0981418,0.756621,12
69,0.0841985,0.93845,10
70,0.109693,0.990324,12
71,0.114591,0.967377,12
72,0.0689382,0.633632,11
73,0.0719879,0.783822,12
74,0.139367,0.734177,12
75,0.150037,0.829147,15
76,0.10486,0.901752,14
77,0.0573402,0.834423,12
78,0.115126,0.959676,15
79,0.0391483,0.409915,8
80,0.0830019,0.900597,14
81,0.041177,0.513301,12
82,0.0574211,0.394027,9
83,0.138593,0.710797,12
84,0.135855,0.874042,12
85,0.0617166,0.594733,11
86,0.0968632,0.970901,15
87,0.0977794,0.877521,13
88,0.0940022,0.788522,14
89,0.0974896,0.834221,14
90,0.0870489,0.721808,11
91,0.137416,0.985429,17
92,0.0898197,0.912647,15
93,0.132593,0.996582,15
94,0.0863521,0.711148,15
95,0.0895571,0.591205,12
96,0.070349,0.544632,10
97,0.0537273,0.365892,11
98,0.15113,0.962962,11
99,0.0770438,0.6772,12
100,0.0336647,0.186471,8

1,0.119425,0.823196,10
2,0.0880253,0.540967,13
3,0.0845155,0.517229,13
4,0.0892777,0.770377,12
5,0.0289664,0.19489,10
6,0.0592358,0.500419,11
7,0.126231,0.891053,10
8,0.0891309,0.852059,15
9,0.100471,0.769993,11
10,0.0290695,0.392253,8
11,0.0174992,0.106932,12
12,0.0554503,0.986945,16
13,0.150648,0.992397,13
14,0.0487314,0.525144,5
15,0.0954698,0.906307,16
16,0.087594,0.6723,10
17,0.0684065,0.694966,12
18,0.11063,0.777746,11
19,0.108794,0.783607,12
20,0.077048,0.53817,11
21,0.0634066,0.793581,11
22,0.0746318,0.787099,14
23,0.106592,0.786169,12
24,0.140282,0.824221,11
25,0.105726,0.80384,11
26,0.117699,0.699232,9
27,0.12476,0.778309,13
28,0.143791,0.927163,10
29,0.0512139,0.640707,13
30,0.0999245,0.854109,16
31,0.0376257,0.587059,12
32,0.16181,0.949115,13
33,0.116177,0.766322,11
34,0.0544439,0.815433,12
35,0.124167,0.737898,9
36,0.052839,0.493734,12
37,0.0450449,0.377801,9
38,0.0446404,0.669178,14
39,0.107866,0.667234,12
40,0.108334,0.715708,12
41,0.0797143,0.960448,13
42,0.135983,0.910015,14
43,0.0957245,0.555817,12
44,0.0750186,0.526427,8
45,0.0950978,0.954048,14
46,0.129359,0.927012,11
47,0.080999,0.987011,14
48,0.137827,0.832262,15
49,0.110434,0.941535,14
50,0.0551184,0.483428,10
51,0.126786,0.774876,12
52,0.12032,0.908614,15
53,0.152914,0.999447,16
54,0.204513,0.991952,14
55,0.0793203,0.762854,12
56,0.104141,0.647324,12
57,0.136042,0.987964,14
58,0.05584,0.686877,9
59,0.0869802,0.662894,11
60,0.104308,0.872101,10
61,0.203566,0.945481,12
62,0.114114,0.941734,15
63,0.113571,0.83244,12
64,0.0810475,0.820215,16
65,0.0374589,0.682672,12
66,0.111501,0.715334,12
67,0.0614457,0.457252,13
68,0.0624609,0.849157,13
69,0.0791364,0.538881,11
70,0.0521757,0.388055,10
71,0.0778907,0.802009,13
72,0.0955801,0.746349,13
73,0.0474141,0.77745,12
74,0.0398524,0.696294,12
75,0.185168,0.951985,15
76,0.0953436,0.991914,15
77,0.0623005,0.402203,12
