Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,30,100,0.033,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
78,0.0743313,0.626916,10
79,0.120454,0.830703,13
80,0.024359,0.289847,11
81,0.0884812,0.637692,13
82,0.157545,0.798217,11
83,0.158415,0.880365,10
84,0.0896806,0.907102,10
85,0.0309035,0.205469,8
86,0.115805,0.797944,11
87,0.0921837,0.709907,11
88,0.0996818,0.602158,13
89,0.115093,0.89261,14
90,0.132127,0.973867,14
91,0.138848,0.954122,15
92,0.147829,0.801696,13
93,0.0677968,0.848737,16
94,0.0613877,0.607892,11
95,0.105747,0.865647,11
96,0.0569675,0.622015,8
97,0.0899759,0.74866,10
98,0.0928819,0.585525,11
99,0.0704882,0.79365,11
100,0.105463,0.951437,14

1,0.0846917,0.798777,8
2,0.0930546,0.948887,12
3,0.057649,0.434033,9
4,0.0467151,0.569629,15
5,0.084294,0.920025,10
6,0.10301,0.729231,11
7,0.0941972,0.98461,15
8,0.10227,0.896492,15
9,0.0692237,0.351979,10
10,0.118627,0.47664,14
11,0.0839538,0.910786,15
12,0.0702847,0.581602,14
13,0.0405,0.547309,9
14,0.0597849,0.57052,10
15,0.141061,0.898335,11
16,0.0696868,0.583825,11
17,0.0823308,0.720948,13
18,0.0969499,0.758069,10
19,0.0772799,0.544715,10
20,0.0746058,0.918717,14
21,0.125023,0.950653,14
22,0.0623071,0.495435,12
23,0.0582542,0.919335,14
24,0.115349,0.973411,15
25,0.0570436,0.735695,8
26,0.07303,0.729935,8
27,0.0530048,0.450618,11
28,0.1078,0.750029,13
29,0.077496,0.798957,12
30,0.0707172,0.938171,14
31,0.145935,0.984714,14
32,0.104784,0.951164,14
33,0.0387129,0.427424,11
34,0.131091,0.995261,14
35,0.129008,0.953308,14
36,0.139838,0.916651,11
37,0.0259606,0.348832,9
38,0.0797073,0.631006,13
39,0.0605498,0.695908,12
40,0.0454855,0.349594,13
41,0.125025,0.974016,15
42,0.117646,0.894144,13
43,0.0890556,0.97644,16
44,0.0987907,0.97091,16
45,0.0864649,0.679641,12
46,0.0858767,0.716725,14
47,0.0785995,0.635355,12
48,0.103918,0.686558,12
49,0.132395,0.904258,15
50,0.140514,0.998732,18
51,0.0952565,0.830389,12
52,0.115813,0.928099,12
53,0.102648,0.988709,15
54,0.15377,0.903422,13
55,0.065819,0.553987,11
56,0.145808,0.982825,14
57,0.130785,0.84181,11
58,0.109239,0.978412,13
59,0.103139,0.86111,12
60,0.1985,0.998694,18
61,0.148775,0.91763,14
62,0.0903996,0.69586,12
63,0.0451924,0.463892,10
64,0.0892569,0.668773,14
65,0.0391594,0.588555,9
66,0.0680853,0.821173,11
67,0.0566256,0.434848,11
68,0.097979,0.478906,11
69,0.126216,0.991999,15
70,0.0904797,0.755946,15
71,0.0977247,0.959952,15
72,0.0644031,0.845132,13
73,0.173435,0.998732,18
74,0.162275,0.997257,14
75,0.0936674,0.738326,12
76,0.0639518,0.90025,14
77,0.0933442,0.996648,13
78,0.0626134,0.394613,10
79,0.116266,0.950608,14
80,0.0845877,0.65464,12
81,0.121737,0.755042,11
82,0.0627379,0.682855,12
83,0.0770826,0.937172,11
84,0.115763,0.951848,15
85,0.0885658,0.594392,11
86,0.129286,0.745733,11
87,0.0861771,0.914906,15
88,0.115475,0.823677,10
89,0.115354,0.837044,14
90,0.188756,0.924361,16
91,0.0800353,0.781405,11
92,0.0863023,0.548147,6
93,0.0540562,0.736209,12
94,0.0718897,0.533688,10
95,0.129225,0.733102,10
96,0.0944351,0.698037,16
97,0.0772571,0.645547,10
98,0.0820732,0.698838,15
99,0.0799383,0.909787,14
100,0.0620911,0.574075,12
