Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,30,50,0.033,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
28,0.0287516,0.293757,10
29,0.0506868,0.590119,10
30,0.0308932,0.298451,9
31,0.02998,0.298451,9
32,0.0305043,0.300113,11
33,0.024913,0.298554,10
34,0.061922,0.799783,10
35,0.0338048,0.59003,10
36,0.0218947,0.0652335,8
37,0.0221424,0.0523337,11
38,0.0623956,0.807869,11
39,0.041693,0.0509664,9
40,0.0793258,0.73074,8
41,0.132359,0.795977,11
42,0.604558,0.93306,13
43,0.340573,0.796723,13
44,0.517689,0.819394,13
45,0.591269,0.829139,14
46,0.545922,0.901162,12
47,0.693691,0.928197,11
48,0.474114,0.807884,12
49,0.66527,0.946506,13
50,0.759693,0.946506,13

1,0.127557,0.999962,18
2,0.314227,0.646699,11
3,0.56757,0.90663,10
4,0.342593,0.647111,11
5,0.225972,0.701447,11
6,0.386903,0.646699,11
7,0.502931,0.558606,9
8,0.47249,0.647517,11
9,0.317575,0.760339,10
10,0.268377,0.760339,10
11,0.38525,0.758374,8
12,0.470542,0.561504,10
13,0.465059,0.759386,10
14,0.514761,0.893997,12
15,0.312065,0.600427,10
16,0.145357,0.59505,10
17,0.123035,0.159138,8
18,0.133765,0.547858,9
19,0.105447,0.145027,9
20,0.0872677,0.191815,8
21,0.119345,0.547858,9
22,0.135424,0.552856,10
23,0.160391,0.67186,9
24,0.164545,0.619296,9
25,0.169878,0.67186,9
26,0.17438,0.672714,10
27,0.139608,0.168236,10
28,0.111588,0.168727,9
29,0.144801,0.671447,9
30,0.135244,0.240709,9
31,0.231459,0.700007,12
32,0.469089,0.700574,12
33,0.330276,0.797376,10
34,0.257657,0.588916,11
35,0.488277,0.678672,10
36,0.519708,0.798318,11
37,0.571585,0.679749,12
38,0.534526,0.805314,9
39,0.518297,0.805322,10
40,0.55419,0.806327,11
41,0.579662,0.806327,11
42,0.526637,0.60746,12
43,0.530637,0.806453,12
44,0.483919,0.806414,10
45,0.326212,0.585985,12
46,0.513802,0.583109,11
47,0.51821,0.806571,11
48,0.561823,0.806712,13
49,0.517367,0.80665,13
50,0.557969,0.806697,12

1,0.0311573,0.495982,14
2,0.102874,0.164252,10
3,0.0339466,0.366777,11
4,0.0267463,0.368684,11
5,0.0149243,0.0235122,12
6,0.0150195,0.0362154,13
7,0.0135597,0.036185,13
8,0.0105144,0.0147646,13
9,0.0163463,0.0834125,12
10,0.0270676,0.368777,13
11,0.0258762,0.368777,13
12,0.0258375,0.368746,12
13,0.0136364,0.0341453,10
14,0.0228479,0.0362192,14
15,0.0643962,0.69577,12
16,0.237126,0.516439,12
17,0.355282,0.71539,12
18,0.462948,0.717206,13
19,0.519865,0.717206,13
20,0.446557,0.983219,13
21,0.537455,0.722648,13
22,0.427996,0.719018,14
23,0.53164,0.726272,13
24,0.454059,0.988039,14
25,0.360675,0.516439,12
26,0.412045,0.517956,14
27,0.386226,0.51745,14
28,0.340725,0.986267,15
29,0.299837,0.717658,14
30,0.485874,0.517956,14
31,0.504567,0.988369,15
32,0.493282,0.51897,16
33,0.460948,0.998075,16
34,0.520978,0.998075,16
35,0.398348,0.995726,17
36,0.381746,0.993212,15
37,0.725413,0.999142,16
38,0.618937,0.993818,16
39,0.603268,0.998075,16
40,0.533466,0.978748,15
41,0.483967,0.512585,15
42,0.483713,0.978748,15
43,0.489876,0.978748,15
44,0.483699,0.83585,14
45,0.534544,0.978748,15
46,0.431718,0.523384,15
47,0.433396,0.909236,13
48,0.228621,0.998075,16
49,0.288666,0.515178,12
50,0.350521,0.873975,11

1,0.0461036,0.47248,9
2,0.0289277,0.252721,12
3,0.0585335,0.682936,14
4,0.0505826,0.655527,14
5,0.0863542,0.68272,13
6,0.0270314,0.0316629,10
7,0.0442257,0.6293,13
8,0.038286,0.448765,10
9,0.0270948,0.046656,14
10,0.0495543,0.629288,12
11,0.0272285,0.0319369,12
12,0.0480618,0.629263,11
13,0.0304021,0.0466355,12
14,0.0274817,0.0466367,13
15,0.0506189,0.6293,13
16,0.0486404,0.629489,13
17,0.0526865,0.682733,14
18,0.0681862,0.6293,13
19,0.106344,0.939739,15
20,0.0283898,0.0518723,14
21,0.0507551,0.6293,13
22,0.250484,0.642498,15
23,0.36432,0.868424,14
24,0.289881,0.868415,13
25,0.139308,0.885917,15
26,0.0477889,0.642293,14
27,0.0854731,0.921433,16
28,0.0952829,0.642242,13
29,0.208579,0.786084,14
30,0.45706,0.88578,15
31,0.347468,0.642293,14
32,0.353969,0.692262,12
33,0.424741,0.692249,11
34,0.275207,0.696631,13
35,0.379564,0.696617,12
36,0.527668,0.996525,15
37,0.586454,0.725429,14
38,0.538952,0.801962,11
39,0.425255,0.7254,13
40,0.475919,0.786123,13
41,0.278855,0.682686,11
42,0.278903,0.683119,12
43,0.334287,0.490937,12
44,0.333763,0.683254,13
45,0.181746,0.486072,12
46,0.0910188,0.490937,12
47,0.0685551,0.0953811,9
48,0.083579,0.116176,11
49,0.0891391,0.292514,9
50,0.104658,0.422884,11

1,0.0713046,0.640586,11
2,0.150885,0.745997,13
3,0.133342,0.245544,14
4,0.211993,0.772008,15
5,0.177361,0.741584,13
6,0.18243,0.741613,14
7,0.202867,0.795534,14
8,0.239853,0.803519,15
9,0.585015,0.941472,16
10,0.56792,0.941707,15
11,0.31982,0.803488,14
12,0.205895,0.580754,12
13,0.172359,0.244855,13
14,0.114167,0.20479,12
15,0.0916929,0.2042,10
16,0.0914656,0.11622,11
17,0.116377,0.414114,11
18,0.0923437,0.204251,12
19,0.156919,0.801633,13
20,0.16151,0.24493,13
21,0.12866,0.250492,14
22,0.182894,0.797594,10
23,0.204815,0.79859,11
24,0.15625,0.212569,10
25,0.186342,0.576452,10
26,0.179062,0.249097,13
27,0.186777,0.240829,11
28,0.201135,0.798731,13
29,0.168195,0.801727,13
30,0.195377,0.429978,12
31,0.221383,0.796987,10
32,0.195428,0.249004,12
33,0.240861,0.797734,12
34,0.222371,0.797742,13
35,0.516286,0.801735,14
36,0.30508,0.797742,13
37,0.210623,0.797742,13
38,0.130743,0.797493,12
39,0.10709,0.42984,12
40,0.0952414,0.203624,12
41,0.105079,0.203624,12
42,0.106909,0.413154,13
43,0.0894244,0.0974666,12
44,0.0953163,0.203551,12
45,0.115986,0.420652,12
46,0.0869025,0.10203,11
47,0.113038,0.411765,9
48,0.0864302,0.207959,12
49,0.0803663,0.439782,14
50,0.0696684,0.10226,12

1,0.0425195,0.401728,14
2,0.0889621,0.19775,11
3,0.123469,0.691352,12
4,0.160885,0.611742,12
5,0.105566,0.176397,11
6,0.0977778,0.197849,11
7,0.123091,0.60589,14
8,0.115882,0.142587,9
9,0.121816,0.562628,10
10,0.132473,0.197991,11
11,0.190705,0.780412,13
12,0.160738,0.649623,10
13,0.152019,0.562628,10
14,0.118732,0.559725,9
15,0.193465,0.778218,11
16,0.199723,0.780412,13
17,0.133239,0.559205,11
18,0.132774,0.192935,9
19,0.127094,0.159324,9
20,0.122553,0.192035,10
21,0.136906,0.561946,11
22,0.151087,0.562082,11
23,0.0603017,0.54772,10
24,0.064053,0.27636,10
25,0.0565114,0.192461,12
26,0.0519636,0.0661167,10
27,0.070668,0.145415,11
28,0.0687232,0.301083,9
29,0.0716566,0.279435,9
30,0.0609552,0.132307,10
31,0.0651028,0.132215,10
32,0.118299,0.52677,8
33,0.136761,0.53228,9
34,0.149411,0.535762,8
35,0.117964,0.183784,10
36,0.150247,0.52677,8
37,0.182693,0.729282,10
38,0.165564,0.735753,9
39,0.146016,0.525443,8
40,0.138693,0.619073,8
41,0.101109,0.618974,7
42,0.12908,0.619866,9
43,0.4368,0.632684,10
44,0.528216,0.686374,11
45,0.57493,0.87281,10
46,0.549025,0.872945,11
47,0.584046,0.686374,11
48,0.347031,0.686374,11
49,0.23418,0.872945,11
50,0.128733,0.634505,11

1,0.116535,0.842341,13
2,0.121085,0.521857,14
3,0.0326746,0.312903,13
4,0.0139896,0.0402716,12
5,0.0121,0.0614053,10
6,0.018947,0.277904,11
7,0.0192512,0.287298,13
8,0.183199,0.670848,14
9,0.147294,0.313762,14
10,0.257412,0.670854,15
11,0.193744,0.287497,14
12,0.311953,0.56941,14
13,0.28329,0.557754,13
14,0.288099,0.569405,13
15,0.314108,0.61195,13
16,0.24531,0.331392,11
17,0.24544,0.33501,11
18,0.260378,0.837394,15
19,0.388934,0.979965,15
20,0.631433,0.979918,16
21,0.390217,0.980527,16
22,0.288076,0.569422,15
23,0.375015,0.656101,15
24,0.487674,0.671294,17
25,0.357404,0.56979,16
26,0.409453,0.755887,14
27,0.493451,0.755412,13
28,0.568299,0.755412,13
29,0.466219,0.755398,13
30,0.501494,0.885985,15
31,0.493367,0.546323,14
32,0.529606,0.642447,14
33,0.350957,0.545261,14
34,0.415605,0.644075,14
35,0.374083,0.644088,15
36,0.275663,0.54472,11
37,0.260601,0.544731,12
38,0.260465,0.340898,12
39,0.220246,0.405082,12
40,0.294143,0.568503,13
41,0.303373,0.785102,13
42,0.185955,0.283356,12
43,0.200647,0.527488,9
44,0.227195,0.287599,7
45,0.227974,0.316142,11
46,0.257262,0.527322,9
47,0.255432,0.527322,9
48,0.216476,0.528696,10
49,0.173751,0.595492,10
50,0.266144,0.739226,11

1,0.106264,0.791314,12
2,0.0601694,0.720401,15
3,0.0399062,0.332899,12
4,0.0421607,0.653411,12
5,0.0243665,0.0318,12
6,0.0244912,0.0395535,12
7,0.0367685,0.557263,13
8,0.025487,0.0395535,12
9,0.0240524,0.0329062,13
10,0.0436854,0.554295,11
11,0.0431587,0.548513,8
12,0.0233622,0.0296393,7
13,0.0417654,0.531708,9
14,0.0478608,0.767479,10
15,0.0203993,0.0375221,10
16,0.0435503,0.737709,10
17,0.021959,0.0374585,9
18,0.0457976,0.799323,11
19,0.628545,0.934333,11
20,0.724074,0.936633,12
21,0.693264,0.831834,12
22,0.724925,0.833128,14
23,0.694571,0.833128,14
24,0.523864,0.849914,16
25,0.578636,0.816703,14
26,0.533703,0.816703,14
27,0.686082,0.820782,15
28,0.715793,0.820782,15
29,0.676084,0.955503,14
30,0.618751,0.956675,15
31,0.719903,0.816838,16
32,0.778554,0.849849,15
33,0.771592,0.956675,15
34,0.745477,0.81874,14
35,0.771279,0.954332,14
36,0.698198,0.956639,14
37,0.786618,0.956675,15
38,0.722494,0.816703,14
39,0.767334,0.849816,14
40,0.725425,0.956052,13
41,0.71617,0.954442,14
42,0.616523,0.847233,12
43,0.279669,0.752011,12
44,0.341795,0.737042,11
45,0.284716,0.814687,12
46,0.317931,0.424795,14
47,0.358674,0.49798,10
48,0.350261,0.498652,12
49,0.402662,0.751561,11
50,0.364614,0.498571,12

1,0.0244255,0.351198,10
2,0.0380451,0.327108,14
3,0.0992539,0.238411,12
4,0.117256,0.238411,12
5,0.129385,0.477806,11
6,0.0984363,0.118368,12
7,0.116868,0.228529,13
8,0.11439,0.458404,12
9,0.110485,0.479762,14
10,0.12789,0.479762,14
11,0.16567,0.479782,15
12,0.228871,0.919901,15
13,0.1652,0.479802,15
14,0.266463,0.479802,15
15,0.13067,0.479802,15
16,0.24252,0.920468,13
17,0.295232,0.91884,15
18,0.264918,0.991355,14
19,0.276487,0.993629,14
20,0.208743,0.238406,12
21,0.210994,0.774921,10
22,0.502801,0.838858,11
23,0.340545,0.778827,12
24,0.196774,0.235727,10
25,0.184404,0.23574,12
26,0.192034,0.198736,11
27,0.148459,0.558724,9
28,0.208553,0.774929,11
29,0.212716,0.774929,11
30,0.224627,0.774929,11
31,0.214986,0.775081,13
32,0.148102,0.77502,13
33,0.215575,0.774959,12
34,0.575978,0.839363,13
35,0.741846,0.907128,11
36,0.694079,0.777632,11
37,0.713125,0.907119,10
38,0.589954,0.785455,12
39,0.531381,0.917798,11
40,0.414164,0.917798,11
41,0.167327,0.238495,10
42,0.170623,0.847989,11
43,0.173484,0.78399,12
44,0.159621,0.219669,15
45,0.174167,0.783975,11
46,0.153868,0.566813,12
47,0.152152,0.543832,12
48,0.132188,0.273499,11
49,0.148029,0.641199,13
50,0.166982,0.64079,12

1,0.124755,0.993117,14
2,0.200815,0.434146,10
3,0.279711,0.369173,11
4,0.301093,0.467309,14
5,0.350411,0.897512,15
6,0.291933,0.508222,14
7,0.464812,0.970947,15
8,0.497696,0.970798,14
9,0.692677,0.978889,14
10,0.825853,0.970798,14
11,0.789032,0.970789,13
12,0.87676,0.987567,14
13,0.842471,0.987567,14
14,0.837779,0.970798,14
15,0.770112,0.968572,14
16,0.686978,0.977954,14
17,0.636275,0.968424,13
18,0.774647,0.968424,13
19,0.763371,0.977954,14
20,0.756591,0.970789,13
21,0.710509,0.990013,15
22,0.706199,0.942674,14
23,0.691938,0.828978,13
24,0.713189,0.942683,15
25,0.758627,0.837329,15
26,0.761055,0.942674,14
27,0.763621,0.804577,14
28,0.754752,0.942674,14
29,0.719848,0.961378,16
30,0.31413,0.804577,14
31,0.55744,0.83728,15
32,0.171756,0.800579,14
33,0.190441,0.214544,14
34,0.188567,0.214544,14
35,0.234212,0.836768,15
36,0.610032,0.978608,15
37,0.346218,0.835729,14
38,0.200206,0.256675,15
39,0.226107,0.978683,16
40,0.169983,0.978683,16
41,0.215921,0.803049,12
42,0.225096,0.820231,13
43,0.212175,0.80355,13
44,0.189803,0.250973,13
45,0.192956,0.249569,12
46,0.217211,0.813173,11
47,0.168321,0.814948,11
48,0.189698,0.249482,11
49,0.2809,0.815456,12
50,0.331338,0.84803,12

1,0.0832969,0.848696,14
2,0.0386653,0.389326,11
3,0.0450814,0.670967,14
4,0.0435022,0.66983,14
5,0.096607,0.726222,14
6,0.0399561,0.341782,12
7,0.0514115,0.66975,14
8,0.0301394,0.0366766,14
9,0.0300961,0.568457,13
10,0.0215398,0.029234,12
11,0.015022,0.0294378,13
12,0.00992495,0.0248795,10
13,0.010343,0.0247067,9
14,0.0101964,0.0247945,10
15,0.0373328,0.326327,11
16,0.0326045,0.389362,13
17,0.0426937,0.389354,12
18,0.211442,0.35599,12
19,0.182124,0.590867,11
20,0.22511,0.422668,11
21,0.218406,0.422704,12
22,0.284725,0.388319,12
23,0.265467,0.388059,11
24,0.270236,0.543981,11
25,0.18826,0.326383,12
26,0.0798117,0.273674,11
27,0.0289478,0.273579,10
28,0.0343887,0.380806,9
29,0.0268358,0.386345,10
30,0.045409,0.735645,9
31,0.0322496,0.0462574,9
32,0.019097,0.0393928,9
33,0.0502916,0.743115,10
34,0.252748,0.403537,11
35,0.216616,0.755316,11
36,0.290472,0.751532,10
37,0.23723,0.755805,13
38,0.584673,0.786215,12
39,0.440459,0.78623,13
40,0.335312,0.801102,11
41,0.355701,0.450465,9
42,0.312989,0.80204,11
43,0.25058,0.398146,11
44,0.344098,0.450641,9
45,0.233912,0.769375,9
46,0.12576,0.739074,8
47,0.0431877,0.396417,8
48,0.0667832,0.379875,7
49,0.0268387,0.0953535,7
50,0.0518853,0.379755,7

1,0.0824829,0.723567,15
2,0.0456128,0.275313,8
3,0.0597644,0.275301,7
4,0.0902803,0.308732,11
5,0.0745874,0.312193,12
6,0.0644689,0.102425,10
7,0.103639,0.440251,11
8,0.0966735,0.440251,11
9,0.0963799,0.124396,11
10,0.114487,0.431006,10
11,0.20521,0.848745,12
12,0.170597,0.848548,12
13,0.12488,0.21925,12
14,0.102639,0.21925,12
15,0.0984673,0.125111,12
16,0.131452,0.518051,12
17,0.100331,0.44248,12
18,0.119424,0.261181,14
19,0.144918,0.524167,15
20,0.104393,0.125349,15
21,0.119319,0.125308,15
22,0.16159,0.524343,16
23,0.0710116,0.125302,14
24,0.060284,0.125302,14
25,0.107651,0.524172,15
26,0.17626,0.263058,17
27,0.22995,0.262967,16
28,0.244574,0.951738,14
29,0.265523,0.951775,15
30,0.236889,0.951738,14
31,0.202554,0.260001,14
32,0.195039,0.248742,15
33,0.198748,0.248655,14
34,0.127148,0.209788,13
35,0.107921,0.209788,13
36,0.0392713,0.209797,14
37,0.0554928,0.95998,15
38,0.0240407,0.25146,15
39,0.019657,0.251471,16
40,0.00778527,0.0534258,17
41,0.0104714,0.0534258,17
42,0.00951815,0.0534258,17
43,0.0185938,0.249192,14
44,0.0169958,0.249192,14
45,0.0406428,0.249881,14
46,0.0831692,0.459572,13
47,0.155132,0.459558,13
48,0.0742117,0.459482,12
49,0.074695,0.946652,14
50,0.0587987,0.746026,13

1,0.0889077,0.871317,16
2,0.0673842,0.445516,12
3,0.0764295,0.332821,9
4,0.0393446,0.113763,14
5,0.0939994,0.332661,11
6,0.0843159,0.33522,14
7,0.061587,0.111073,14
8,0.0786647,0.33522,14
9,0.153053,0.657695,15
10,0.248852,0.657643,14
11,0.161854,0.472179,14
12,0.0639373,0.10839,13
13,0.0771718,0.274925,12
14,0.0806616,0.327904,13
15,0.0794825,0.327904,13
16,0.0603716,0.0805177,13
17,0.0898556,0.327904,13
18,0.255438,0.342508,14
19,0.298175,0.698389,13
20,0.367746,0.698838,15
21,0.327041,0.640988,13
22,0.239028,0.349554,12
23,0.317463,0.667652,14
24,0.495732,0.69531,14
25,0.449843,0.698894,16
26,0.615117,0.693551,13
27,0.575715,0.642626,13
28,0.464976,0.679628,12
29,0.568644,0.864459,11
30,0.523501,0.693661,13
31,0.440689,0.626433,11
32,0.459631,0.652553,12
33,0.247624,0.736897,11
34,0.493168,0.728593,9
35,0.534668,0.73597,10
36,0.50356,0.652553,12
37,0.543221,0.645572,11
38,0.568498,0.898889,11
39,0.49972,0.766607,10
40,0.358559,0.766487,9
41,0.496514,0.830251,10
42,0.389556,0.770528,13
43,0.271955,0.553332,9
44,0.262887,0.53065,7
45,0.257501,0.267903,8
46,0.275034,0.576534,9
47,0.296464,0.686034,10
48,0.312376,0.638914,11
49,0.299759,0.638863,10
50,0.322055,0.354544,11

1,0.16749,0.998532,16
2,0.234355,0.674104,11
3,0.178885,0.41658,9
4,0.31588,0.795915,10
5,0.301684,0.483091,9
6,0.429043,0.488189,10
7,0.441161,0.925881,10
8,0.396331,0.503774,10
9,0.419427,0.925881,10
10,0.242496,0.514412,11
11,0.325594,0.493335,10
12,0.378924,0.493335,10
13,0.438034,0.498856,12
14,0.397001,0.489792,12
15,0.293062,0.925881,10
16,0.267679,0.672768,10
17,0.317529,0.672768,10
18,0.571479,0.686565,11
19,0.382496,0.672768,10
20,0.533673,0.926451,11
21,0.612913,0.789508,9
22,0.391748,0.929875,11
23,0.408358,0.675523,10
24,0.425404,0.92984,10
25,0.788032,0.948296,11
26,0.596519,0.948296,11
27,0.718946,0.957519,12
28,0.623288,0.689152,10
29,0.478279,0.92984,10
30,0.371913,0.689152,10
31,0.249419,0.363983,11
32,0.307632,0.490339,10
33,0.312933,0.349546,11
34,0.357896,0.682097,10
35,0.335247,0.682327,12
36,0.354775,0.695846,11
37,0.256095,0.490199,11
38,0.332944,0.628509,9
39,0.301307,0.49219,13
40,0.312642,0.490178,10
41,0.322869,0.451242,11
42,0.353379,0.903605,13
43,0.316403,0.371854,13
44,0.170999,0.480072,12
45,0.23853,0.356118,11
46,0.309314,0.480072,12
47,0.328097,0.480087,12
48,0.347808,0.668295,12
49,0.412417,0.92045,12
50,0.80909,0.922736,14

1,0.0688305,0.69006,13
2,0.109831,0.23304,10
3,0.111072,0.89953,13
4,0.103938,0.468373,10
5,0.31238,0.478356,12
6,0.19036,0.468378,11
7,0.304479,0.881838,12
8,0.225456,0.864542,10
9,0.313421,0.509296,10
10,0.221429,0.626402,10
11,0.106154,0.456267,11
12,0.0643255,0.131866,9
13,0.0743039,0.318205,11
14,0.0752517,0.339265,11
15,0.0816766,0.335588,9
16,0.080128,0.335591,10
17,0.0811735,0.321253,9
18,0.15984,0.32216,11
19,0.245758,0.448417,9
20,0.28857,0.343382,9
21,0.305773,0.453119,9
22,0.340283,0.632046,10
23,0.307511,0.335591,10
24,0.291829,0.453128,9
25,0.296904,0.632046,10
26,0.441314,0.871536,9
27,0.35197,0.495232,11
28,0.425887,0.947651,11
29,0.415972,0.516497,11
30,0.487886,0.94766,11
31,0.436289,0.500772,13
32,0.507554,0.957005,12
33,0.477675,0.947642,10
34,0.426207,0.875742,10
35,0.494381,0.995156,13
36,0.470879,0.49649,11
37,0.314242,0.495384,11
38,0.364594,0.947596,11
39,0.456215,0.948232,12
40,0.36747,0.516371,11
41,0.342625,0.985523,11
42,0.329897,0.37169,11
43,0.366551,0.985448,10
44,0.78232,0.995213,13
45,0.798973,0.995128,11
46,0.859682,0.995432,12
47,0.77116,0.995755,13
48,0.832849,0.997561,12
49,0.743257,0.85324,13
50,0.738182,0.995204,12

1,0.151439,0.975228,16
2,0.324065,0.826267,12
3,0.551861,0.858696,10
4,0.507652,0.739197,10
5,0.524508,0.739255,11
6,0.641089,0.746671,10
7,0.694573,0.854448,9
8,0.546847,0.858563,9
9,0.280914,0.746554,9
10,0.346792,0.731791,9
11,0.377471,0.732021,10
12,0.343851,0.732021,10
13,0.321566,0.858945,10
14,0.192516,0.732021,10
15,0.116974,0.418383,11
16,0.13594,0.809208,12
17,0.0405351,0.418383,11
18,0.0290063,0.270659,9
19,0.0105132,0.0244963,9
20,0.019597,0.0380808,9
21,0.0255852,0.0341512,10
22,0.0411039,0.538493,10
23,0.0604495,0.538493,10
24,0.0603501,0.539181,10
25,0.0444076,0.584937,10
26,0.0677073,0.688627,10
27,0.0295264,0.0447409,11
28,0.0357386,0.0447503,12
29,0.0262998,0.0453407,12
30,0.0320478,0.0552479,12
31,0.0387824,0.0448902,12
32,0.0946223,0.825368,11
33,0.304055,0.97616,12
34,0.0366153,0.0453407,12
35,0.0697145,0.841933,11
36,0.121555,0.841949,12
37,0.085036,0.841949,12
38,0.0259696,0.0403331,11
39,0.0247299,0.0401975,10
40,0.0239749,0.132394,8
41,0.0803389,0.573029,9
42,0.0624754,0.584972,10
43,0.0397807,0.572982,8
44,0.0433793,0.572982,8
45,0.388097,0.574463,9
46,0.529139,0.597091,9
47,0.52663,0.674994,9
48,0.546116,0.794185,11
49,0.464594,0.825352,10
50,0.578591,0.841998,12

1,0.105172,0.686571,12
2,0.1425,0.704878,13
3,0.0750821,0.672894,12
4,0.0505098,0.30652,12
5,0.143949,0.433148,14
6,0.100923,0.60535,14
7,0.438922,0.940993,13
8,0.431772,0.959649,14
9,0.302704,0.604864,12
10,0.315622,0.617502,14
11,0.323576,0.848433,14
12,0.265314,0.557072,12
13,0.349327,0.604949,12
14,0.36608,0.631094,13
