Epoch,Error x, Error y
104,0.0773694,0.151923
105,0.117611,0.122104
106,0.0899445,0.0935636
107,0.0806865,0.129023
108,0.0650036,0.132739
109,0.100216,0.135612
110,0.0978174,0.159848
111,0.100883,0.139843
112,0.0975351,0.160225
113,0.117552,0.186619
114,0.113747,0.169784
115,0.0891604,0.176762
116,0.0947396,0.193112
117,0.0412055,0.146729
118,0.0612489,0.178638
119,0.0761267,0.172893
120,0.0370477,0.160638
121,0.0752351,0.105569
122,0.121143,0.110987
123,0.0911523,0.178159
124,0.0624742,0.124148
125,0.079851,0.162164
126,0.094162,0.151396
127,0.1428,0.109313
128,0.0961597,0.154805
129,0.0998969,0.13984
130,0.130906,0.147862
131,0.110522,0.169011
132,0.104687,0.15988
133,0.113529,0.140008
134,0.11168,0.156451
135,0.130767,0.156177
136,0.13439,0.144201
137,0.139673,0.158843
138,0.159631,0.121527
139,0.126895,0.12474
140,0.141073,0.127451
141,0.155982,0.130903
142,0.108572,0.140921
143,0.127685,0.199381
144,0.0949165,0.124444
145,0.111367,0.135293
146,0.10803,0.123233
147,0.124008,0.144249
148,0.138357,0.142028
149,0.119724,0.117725
150,0.125708,0.154856
151,0.113139,0.10851
152,0.110858,0.148011
153,0.12373,0.122704
154,0.171322,0.146201
155,0.162795,0.141221
156,0.145601,0.122665
157,0.1412,0.11764
158,0.11016,0.152457
159,0.159976,0.109254
160,0.127397,0.117739
161,0.113739,0.187663
162,0.100312,0.143362
163,0.10674,0.174091
164,0.0918085,0.171421
165,0.0524415,0.174011
166,0.113478,0.158885
167,0.0961,0.152054
168,0.109939,0.118524
169,0.112426,0.16746
170,0.117312,0.154098
171,0.12616,0.1352
172,0.114684,0.138887
173,0.120651,0.141335
174,0.0853692,0.154494
175,0.142425,0.127556
176,0.101008,0.156631
177,0.140496,0.0998145
178,0.145102,0.117076
179,0.143912,0.12746
180,0.136615,0.109556
181,0.159094,0.103901
182,0.195146,0.121444
183,0.144091,0.147937
184,0.172652,0.135892
185,0.182317,0.170529
186,0.170997,0.141582
187,0.198948,0.121954
188,0.131601,0.133769
189,0.166499,0.123734
190,0.13267,0.135502
191,0.144023,0.136691
192,0.136325,0.0908218
193,0.177463,0.0789102
194,0.17535,0.105117
195,0.181297,0.11308
196,0.167917,0.100469
197,0.132959,0.144188
198,0.190284,0.1632
199,0.113773,0.159597
200,0.106447,0.146714
201,0.10128,0.125831
202,0.0973557,0.164075
203,0.07361,0.166626
204,0.108945,0.169937
205,0.0917862,0.184444
206,0.12509,0.166466
207,0.148082,0.106404
208,0.159954,0.137141
209,0.137239,0.16737
210,0.172804,0.134848
211,0.136819,0.174741
212,0.154287,0.207558
213,0.116063,0.129699
214,0.17222,0.152626
215,0.152324,0.137846
216,0.144782,0.124417
217,0.108046,0.112214
218,0.147787,0.138428
219,0.107246,0.120056
220,0.105685,0.0913041
221,0.102749,0.157219
222,0.0989899,0.11539
223,0.11653,0.124172
224,0.10681,0.145537
225,0.106275,0.103594
226,0.0949112,0.104973
227,0.103632,0.0882247
228,0.101463,0.13464
229,0.0732928,0.123228
230,0.107562,0.0907719
231,0.143727,0.122517
232,0.108844,0.1517
233,0.112757,0.101723
234,0.109403,0.100399
235,0.148642,0.113418
236,0.114762,0.101796
237,0.0987877,0.127584
238,0.122707,0.0818012
239,0.0910166,0.108434
240,0.125814,0.0917403
241,0.122717,0.0864962
242,0.09967,0.0946177
243,0.145343,0.129993
244,0.0973287,0.125276
245,0.0917933,0.165756
246,0.120438,0.117873
247,0.0766751,0.125922
248,0.121387,0.118769
249,0.0576245,0.126041
250,0.0890574,0.14978
251,0.0995788,0.132761
252,0.0761886,0.142485
253,0.0766258,0.142176
254,0.0944182,0.129345
255,0.105482,0.10941
256,0.112555,0.103109
257,0.113393,0.138922
258,0.130497,0.131079
259,0.128282,0.13928
260,0.0922462,0.086864
261,0.107596,0.154898
262,0.133188,0.201014
263,0.0603462,0.133128
264,0.114997,0.155985
265,0.13281,0.0957563
266,0.121814,0.127781
267,0.0940684,0.0950356
268,0.0791508,0.127537
269,0.0999267,0.135071
270,0.116378,0.122575
271,0.137266,0.131752
272,0.106485,0.143532
273,0.142683,0.118572
274,0.130564,0.116882
275,0.137355,0.1201
276,0.0998353,0.128811
277,0.110071,0.120408
278,0.103285,0.121484
279,0.104418,0.161184
280,0.130654,0.159611
281,0.119173,0.129476
282,0.134095,0.14035
283,0.143626,0.122954
284,0.0750579,0.163932
285,0.0826526,0.188478
286,0.095426,0.131558
287,0.0984007,0.145372
288,0.0779059,0.161575
289,0.105253,0.12982
290,0.105184,0.145772
291,0.136628,0.10337
292,0.12495,0.122795
293,0.163562,0.0938281
294,0.149355,0.117922
295,0.0901185,0.193469
296,0.155516,0.151114
297,0.0967843,0.12319
298,0.142092,0.131365
299,0.0974798,0.125385
300,0.144638,0.141418



Converged at epoch: 300
