Epoch,Error x, Error y
1,24.296,21.1471
2,23.8077,20.5994
3,23.3756,20.047
4,23.0811,19.2201
5,22.6291,18.4344
6,22.1793,17.6649
7,21.7943,16.9018
8,21.3307,16.1618
9,20.7483,15.4581
10,20.2702,14.7656
11,19.7858,14.1016
12,19.3256,13.4809
13,18.9033,12.8905
14,18.4796,12.334
15,18.0492,11.8247
16,17.5819,11.355
17,17.1695,10.8858
18,16.7279,10.4343
19,16.5004,9.99526
20,15.9627,9.56822
21,15.5089,9.15126
22,15.1483,8.72933
23,14.6803,8.32092
24,14.2922,7.9208
25,13.8683,7.53702
26,13.44,7.15192
27,13.0092,6.78898
28,12.6035,6.42876
29,12.1921,6.07266
30,11.7939,5.73275
31,11.3889,5.40279
32,10.987,5.08576
33,10.6092,4.76611
34,10.2051,4.46418
35,9.8159,4.16822
36,9.46937,3.88608
37,9.07522,3.61737
38,8.67776,3.36207
39,8.28204,3.10856
40,7.92853,2.89112
41,7.56661,2.67756
42,7.20665,2.48639
43,6.84953,2.28975
44,6.50424,2.11974
45,6.1524,1.93382
46,5.81165,1.76475
47,5.4752,1.59486
48,5.15782,1.41276
49,4.85183,1.23136
50,4.54253,1.07245
51,4.25546,0.897896
52,3.9685,0.726259
53,3.6817,0.557275
54,3.39992,0.415197
55,3.10662,0.362857
56,2.82864,0.2891
57,2.55331,0.261192
58,2.29771,0.300735
59,2.02882,0.333478
60,1.79431,0.329068
61,1.54891,0.238727
62,1.34041,0.308449
63,1.12445,0.26856
64,0.927279,0.28644
65,0.761967,0.301026
66,0.554571,0.311617
67,0.46963,0.342479
68,0.334814,0.253047
69,0.263483,0.295965
70,0.26078,0.292884
71,0.206176,0.291051
72,0.275491,0.251955
73,0.289833,0.28384
74,0.286913,0.268347
75,0.253385,0.303247
76,0.238754,0.244118
77,0.248278,0.296593
78,0.243167,0.276176
79,0.21729,0.301942
80,0.208268,0.208252
81,0.28185,0.314403
82,0.179227,0.269317
83,0.233738,0.251729
84,0.216299,0.265229
85,0.201493,0.27207
86,0.19371,0.316736
87,0.211332,0.209994
88,0.229361,0.306701
89,0.192118,0.257813
90,0.246674,0.270874
91,0.211151,0.287493
92,0.284239,0.22145
93,0.201081,0.271725
94,0.231319,0.279444
95,0.246967,0.191613
96,0.209712,0.339321
97,0.20884,0.269166
98,0.263246,0.315172
99,0.196186,0.276627
100,0.254311,0.307465
101,0.189437,0.241271
102,0.251941,0.247263
103,0.204766,0.244493
